,Facies,Cluster,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
630,2,10,B2 SH,CRAWFORD,3059.5,71.261,0.533,4.235,12.565,3.007,1,0.5
631,2,5,B2 SH,CRAWFORD,3060.0,73.11,0.518,4.44,12.8,2.978,1,0.45
632,2,5,B2 SH,CRAWFORD,3060.5,75.425,0.491,3.815,12.085,2.903,1,0.4
633,2,5,B2 SH,CRAWFORD,3061.0,76.828,0.47,3.265,11.525,2.687,1,0.35
634,2,5,B2 SH,CRAWFORD,3061.5,75.04,0.458,3.16,11.69,2.58,1,0.3
635,2,5,B2 SH,CRAWFORD,3062.0,70.288,0.449,3.695,12.535,2.534,1,0.25
636,2,5,B2 LM,CRAWFORD,3062.5,66.266,0.443,4.505,13.995,2.553,1,0.2
637,2,5,B2 LM,CRAWFORD,3063.0,60.79,0.441,6.07,16.34,2.679,1,0.15
638,2,5,B2 LM,CRAWFORD,3063.5,54.67,0.444,6.25,16.74,3.35,1,0.1
639,3,5,B2 LM,CRAWFORD,3064.0,48.094,0.445,5.995,16.615,3.865,1,0.05
640,8,19,B2 LM,CRAWFORD,3064.5,41.062,0.445,3.425,13.955,4.24,2,1.0
641,8,19,B2 LM,CRAWFORD,3065.0,39.046,0.455,1.725,12.915,4.507,2,0.964
642,8,19,B2 LM,CRAWFORD,3065.5,38.169,0.458,1.1,12.79,4.354,2,0.929
643,8,19,B2 LM,CRAWFORD,3066.0,40.493,0.465,0.895,13.365,4.293,2,0.893
644,8,16,B2 LM,CRAWFORD,3066.5,43.948,0.459,0.68,13.98,4.248,2,0.857
645,8,16,B2 LM,CRAWFORD,3067.0,46.491,0.423,0.57,14.45,4.266,2,0.821
646,8,16,B2 LM,CRAWFORD,3067.5,47.21,0.392,0.565,14.945,4.331,2,0.786
647,8,16,B2 LM,CRAWFORD,3068.0,46.789,0.346,0.765,15.325,4.395,2,0.75
648,8,16,B2 LM,CRAWFORD,3068.5,45.912,0.325,0.985,15.625,4.397,2,0.714
649,8,16,B2 LM,CRAWFORD,3069.0,45.704,0.304,1.205,15.925,4.383,2,0.679
650,8,16,B2 LM,CRAWFORD,3069.5,45.527,0.295,1.27,15.89,4.276,2,0.643
651,8,16,B2 LM,CRAWFORD,3070.0,44.887,0.289,1.155,15.315,4.123,2,0.607
652,8,16,B2 LM,CRAWFORD,3070.5,44.23,0.29,0.815,14.205,3.95,2,0.571
653,8,16,B2 LM,CRAWFORD,3071.0,44.274,0.281,0.55,12.84,3.785,2,0.536
654,7,16,B2 LM,CRAWFORD,3071.5,45.221,0.247,0.545,11.605,3.647,2,0.5
655,7,16,B2 LM,CRAWFORD,3072.0,46.396,0.167,1.685,11.385,3.431,2,0.464
656,7,16,B2 LM,CRAWFORD,3072.5,46.888,0.118,2.92,12.76,3.2,2,0.429
657,7,6,B2 LM,CRAWFORD,3073.0,46.475,0.069,4.4,16.76,2.968,2,0.393
658,7,6,B2 LM,CRAWFORD,3073.5,46.738,0.042,5.065,20.085,2.815,2,0.357
659,7,6,B2 LM,CRAWFORD,3074.0,47.914,0.033,4.815,20.915,2.848,2,0.321
660,7,6,B2 LM,CRAWFORD,3074.5,51.596,0.04,4.485,20.755,2.99,2,0.286
661,7,6,B2 LM,CRAWFORD,3075.0,62.89,0.102,4.42,17.02,3.474,2,0.25
662,7,5,B2 LM,CRAWFORD,3075.5,80.38,0.22,3.955,12.965,4.067,2,0.214
663,7,7,B2 LM,CRAWFORD,3076.0,105.725,0.347,2.42,7.33,4.271,2,0.179
664,6,7,B2 LM,CRAWFORD,3076.5,131.069,0.524,1.655,5.355,3.838,2,0.143
665,6,7,B2 LM,CRAWFORD,3077.0,145.018,0.636,-0.905,7.135,3.203,2,0.107
666,6,7,B2 LM,CRAWFORD,3077.5,131.376,0.726,-1.94,12.26,2.816,2,0.071
667,6,7,B3 SH,CRAWFORD,3078.0,110.21,0.792,0.27,14.14,2.678,2,0.036
668,2,10,B3 SH,CRAWFORD,3078.5,89.045,0.826,3.14,13.7,2.773,1,1.0
669,2,10,B3 SH,CRAWFORD,3079.0,73.807,0.808,4.795,11.855,3.371,1,0.944
670,2,10,B3 SH,CRAWFORD,3079.5,73.158,0.781,4.755,10.905,3.493,1,0.889
671,2,10,B3 SH,CRAWFORD,3080.0,73.195,0.763,3.975,10.205,3.432,1,0.833
672,2,10,B3 SH,CRAWFORD,3080.5,72.325,0.748,3.68,10.0,3.387,1,0.778
673,2,10,B3 SH,CRAWFORD,3081.0,71.221,0.742,3.33,9.69,3.374,1,0.722
674,2,10,B3 SH,CRAWFORD,3081.5,70.563,0.742,2.76,9.25,3.329,1,0.667
675,2,10,B3 SH,CRAWFORD,3082.0,71.519,0.733,1.75,10.04,3.145,1,0.611
676,2,10,B3 SH,CRAWFORD,3082.5,74.062,0.722,2.32,12.64,2.945,1,0.556
677,2,10,B3 SH,CRAWFORD,3083.0,77.061,0.71,2.765,15.055,2.776,1,0.5
678,2,10,B3 SH,CRAWFORD,3083.5,78.693,0.695,3.04,15.66,2.793,1,0.444
679,2,10,B3 SH,CRAWFORD,3084.0,79.192,0.683,2.505,14.075,2.951,1,0.389
680,2,10,B3 SH,CRAWFORD,3084.5,79.192,0.683,2.505,14.075,2.951,1,0.389
681,2,10,B3 SH,CRAWFORD,3085.0,78.999,0.662,2.395,12.335,2.984,1,0.333
682,2,10,B3 SH,CRAWFORD,3085.5,78.114,0.64,2.395,11.095,2.909,1,0.278
683,2,5,B3 SH,CRAWFORD,3086.0,77.246,0.625,2.705,12.075,2.708,1,0.222
684,2,5,B3 SH,CRAWFORD,3086.5,76.369,0.62,2.305,15.615,2.601,1,0.167
685,3,1,B3 SH,CRAWFORD,3087.0,72.301,0.633,0.98,21.27,2.759,1,0.111
686,3,1,B3 SH,CRAWFORD,3087.5,61.107,0.667,-1.74,21.21,3.849,1,0.056
687,8,9,B3 LM,CRAWFORD,3088.0,41.149,0.68,-2.295,18.875,4.854,2,1.0
688,8,9,B3 LM,CRAWFORD,3088.5,28.419,0.686,-0.92,14.54,5.036,2,0.938
689,8,9,B3 LM,CRAWFORD,3089.0,22.527,0.687,0.36,10.24,5.044,2,0.875
690,8,9,B3 LM,CRAWFORD,3089.5,18.459,0.684,2.27,8.16,4.931,2,0.813
691,8,9,B3 LM,CRAWFORD,3090.0,17.345,0.679,2.67,8.23,4.547,2,0.75
692,8,9,B3 LM,CRAWFORD,3090.5,17.617,0.676,2.855,8.725,4.328,2,0.688
693,8,9,B3 LM,CRAWFORD,3091.0,19.292,0.664,2.695,9.465,4.299,2,0.625
694,8,9,B3 LM,CRAWFORD,3091.5,21.572,0.655,2.535,9.705,4.301,2,0.563
695,8,11,B3 LM,CRAWFORD,3092.0,22.975,0.653,1.95,9.21,4.319,2,0.5
696,8,11,B3 LM,CRAWFORD,3092.5,23.922,0.65,1.34,8.59,4.305,2,0.438
697,8,11,B3 LM,CRAWFORD,3093.0,24.869,0.657,0.63,7.42,4.291,2,0.375
698,8,11,B3 LM,CRAWFORD,3093.5,27.64,0.669,0.42,6.02,4.216,2,0.313
699,6,11,B3 LM,CRAWFORD,3094.0,34.058,0.67,0.44,4.4,4.109,2,0.25
700,6,11,B3 LM,CRAWFORD,3094.5,41.489,0.652,1.11,4.03,3.815,2,0.188
701,6,11,B3 LM,CRAWFORD,3095.0,51.235,0.631,1.73,5.19,3.444,2,0.125
702,6,11,B4 SH,CRAWFORD,3095.5,55.601,0.61,2.42,7.82,3.146,2,0.063
703,2,10,B4 SH,CRAWFORD,3096.0,59.512,0.601,3.715,10.375,2.935,1,1.0
704,2,10,B4 SH,CRAWFORD,3096.5,62.055,0.598,4.13,12.01,2.844,1,0.95
705,2,10,B4 SH,CRAWFORD,3097.0,64.37,0.592,3.83,12.15,2.768,1,0.9
706,2,10,B4 SH,CRAWFORD,3097.5,65.773,0.587,3.32,11.31,2.708,1,0.85
707,2,10,B4 SH,CRAWFORD,3098.0,66.036,0.593,2.635,9.895,2.663,1,0.8
708,2,10,B4 SH,CRAWFORD,3098.5,64.712,0.597,2.65,9.32,2.616,1,0.75
709,2,10,B4 SH,CRAWFORD,3099.0,64.039,0.6,2.545,8.775,2.603,1,0.7
710,2,10,B4 SH,CRAWFORD,3099.5,64.332,0.61,2.57,8.69,2.589,1,0.65
711,2,10,B4 SH,CRAWFORD,3100.0,68.247,0.601,2.545,9.105,2.531,1,0.6
712,2,10,B4 SH,CRAWFORD,3100.5,75.809,0.583,2.99,10.63,2.486,1,0.55
713,2,10,B4 SH,CRAWFORD,3101.0,84.739,0.559,3.69,12.42,2.488,1,0.5
714,2,5,B4 SH,CRAWFORD,3101.5,95.768,0.541,4.595,14.775,2.52,1,0.45
715,2,5,B4 SH,CRAWFORD,3102.0,94.175,0.529,4.575,15.465,2.6,1,0.4
716,2,5,B4 SH,CRAWFORD,3102.5,89.427,0.529,4.575,15.555,2.788,1,0.35
717,2,5,B4 SH,CRAWFORD,3103.0,84.908,0.527,4.35,14.27,3.148,1,0.3
718,2,5,B4 SH,CRAWFORD,3103.5,81.3,0.53,3.17,11.82,3.103,1,0.25
719,2,5,B4 SH,CRAWFORD,3104.0,82.251,0.534,1.84,10.85,2.691,1,0.2
720,2,1,B4 SH,CRAWFORD,3104.5,83.203,0.568,0.12,16.21,2.235,1,0.15
721,3,1,B4 SH,CRAWFORD,3105.0,82.888,0.647,-0.305,24.225,2.113,1,0.1
722,3,8,B4 LM,CRAWFORD,3105.5,70.526,0.731,-3.475,31.335,2.301,1,0.05
723,5,1,B4 LM,CRAWFORD,3106.0,59.858,0.793,-2.585,25.825,3.329,2,1.0
724,8,9,B4 LM,CRAWFORD,3106.5,43.933,0.815,-2.425,18.585,4.233,2,0.944
725,8,9,B4 LM,CRAWFORD,3107.0,30.523,0.828,-0.505,13.435,4.53,2,0.889
726,8,9,B4 LM,CRAWFORD,3107.5,21.444,0.867,-0.83,7.75,4.734,2,0.833
727,8,9,B4 LM,CRAWFORD,3108.0,18.52,0.948,0.5,5.3,4.86,2,0.778
728,8,3,B4 LM,CRAWFORD,3108.5,20.668,1.034,0.725,4.655,4.986,2,0.722
729,8,3,B4 LM,CRAWFORD,3109.0,23.396,1.077,0.945,4.055,4.972,2,0.667
730,8,3,B4 LM,CRAWFORD,3109.5,25.716,1.112,1.0,3.38,4.974,2,0.611
731,8,3,B4 LM,CRAWFORD,3110.0,28.035,1.131,1.335,2.125,4.991,2,0.556
732,6,3,B4 LM,CRAWFORD,3110.5,31.494,1.128,1.565,1.855,5.024,2,0.5
733,6,3,B4 LM,CRAWFORD,3111.0,42.743,1.145,0.74,2.92,4.996,2,0.389
734,6,3,B4 LM,CRAWFORD,3111.5,47.021,1.158,0.415,2.815,4.874,2,0.333
735,6,3,B4 LM,CRAWFORD,3112.0,49.443,1.158,0.265,2.475,4.72,2,0.278
736,6,15,B4 LM,CRAWFORD,3112.5,48.343,1.072,0.175,2.025,4.435,2,0.222
737,6,15,B4 LM,CRAWFORD,3113.0,47.243,0.993,0.305,2.325,4.07,2,0.167
738,6,15,B4 LM,CRAWFORD,3113.5,47.738,0.936,0.625,3.575,3.745,2,0.111
739,6,15,B5 SH,CRAWFORD,3114.0,55.757,0.9,2.86,7.09,3.514,2,0.056
740,2,10,B5 SH,CRAWFORD,3114.5,67.815,0.876,4.345,9.295,3.406,1,1.0
741,2,10,B5 SH,CRAWFORD,3115.0,68.904,0.852,4.72,9.57,3.455,1,0.938
742,2,10,B5 SH,CRAWFORD,3115.5,64.085,0.834,3.905,7.665,3.565,1,0.875
743,2,10,B5 SH,CRAWFORD,3116.0,53.913,0.828,3.37,5.72,3.645,1,0.813
744,2,10,B5 SH,CRAWFORD,3116.5,50.715,0.841,2.665,4.465,3.615,1,0.75
745,2,0,B5 SH,CRAWFORD,3117.0,51.22,0.854,2.43,3.86,3.714,1,0.688
746,2,10,B5 SH,CRAWFORD,3119.0,65.99,0.794,3.075,6.985,3.5,1,0.438
747,2,10,B5 SH,CRAWFORD,3119.5,74.325,0.764,1.485,11.995,3.159,1,0.375
748,2,1,B5 SH,CRAWFORD,3120.0,77.227,0.718,1.095,15.315,2.865,1,0.313
749,2,1,B5 SH,CRAWFORD,3120.5,78.863,0.687,1.285,17.905,2.696,1,0.25
750,3,1,B5 SH,CRAWFORD,3121.0,79.13,0.669,2.755,19.325,2.651,1,0.188
751,3,5,B5 SH,CRAWFORD,3121.5,76.89,0.657,4.55,19.53,2.671,1,0.125
752,3,5,B5 LM,CRAWFORD,3122.0,69.179,0.692,6.11,19.22,3.114,1,0.063
753,8,19,B5 LM,CRAWFORD,3122.5,59.999,0.732,4.62,16.19,4.134,2,1.0
754,8,9,B5 LM,CRAWFORD,3123.0,41.912,0.761,1.64,10.98,4.726,2,0.983
755,8,9,B5 LM,CRAWFORD,3123.5,26.222,0.805,0.755,7.955,4.899,2,0.966
756,8,9,B5 LM,CRAWFORD,3124.0,22.615,0.845,1.58,6.02,4.854,2,0.948
757,8,9,B5 LM,CRAWFORD,3124.5,20.83,0.849,1.97,4.39,4.778,2,0.931
758,8,9,B5 LM,CRAWFORD,3125.0,21.326,0.836,2.77,4.39,4.655,2,0.914
759,8,9,B5 LM,CRAWFORD,3125.5,23.645,0.725,3.665,5.185,4.408,2,0.897
760,7,19,B5 LM,CRAWFORD,3126.0,29.02,0.587,4.805,7.455,3.97,2,0.879
761,7,19,B5 LM,CRAWFORD,3126.5,35.588,0.461,5.255,11.615,3.606,2,0.862
762,7,19,B5 LM,CRAWFORD,3127.0,39.503,0.325,5.335,18.395,3.309,2,0.845
763,7,6,B5 LM,CRAWFORD,3127.5,41.139,0.239,4.545,21.765,3.342,2,0.828
764,7,16,B5 LM,CRAWFORD,3128.0,41.862,0.184,2.77,21.54,3.422,2,0.81
765,7,16,B5 LM,CRAWFORD,3128.5,42.586,0.169,-0.02,19.0,3.485,2,0.793
766,7,16,B5 LM,CRAWFORD,3129.0,44.221,0.139,2.425,18.905,3.378,2,0.776
767,7,6,B5 LM,CRAWFORD,3129.5,47.395,0.121,3.7,20.04,3.209,2,0.759
768,7,6,B5 LM,CRAWFORD,3130.0,54.796,0.103,4.59,22.87,3.133,2,0.741
769,7,6,B5 LM,CRAWFORD,3130.5,58.255,0.091,5.19,25.77,3.166,2,0.724
770,7,6,B5 LM,CRAWFORD,3131.0,60.347,0.076,4.065,26.095,3.118,2,0.707
771,7,6,B5 LM,CRAWFORD,3131.5,61.754,0.048,3.235,25.165,3.06,2,0.69
772,7,6,B5 LM,CRAWFORD,3132.0,61.794,0.002,2.74,22.4,3.14,2,0.672
773,7,6,B5 LM,CRAWFORD,3132.5,61.833,-0.047,3.65,21.13,3.437,2,0.655
774,7,6,B5 LM,CRAWFORD,3133.0,62.358,-0.096,4.43,21.27,3.672,2,0.638
775,7,6,B5 LM,CRAWFORD,3133.5,63.062,-0.147,4.895,22.325,3.782,2,0.621
776,7,6,B5 LM,CRAWFORD,3134.0,63.33,-0.206,5.245,22.895,3.737,2,0.603
777,7,6,B5 LM,CRAWFORD,3134.5,62.685,-0.218,5.035,22.725,3.584,2,0.586
778,7,6,B5 LM,CRAWFORD,3135.0,60.217,-0.23,4.57,21.84,3.444,2,0.569
779,7,6,B5 LM,CRAWFORD,3135.5,55.926,-0.217,5.185,20.385,3.352,2,0.552
780,7,6,B5 LM,CRAWFORD,3136.0,52.318,-0.185,5.795,18.665,3.496,2,0.534
781,7,6,B5 LM,CRAWFORD,3136.5,47.244,-0.16,5.445,15.725,3.855,2,0.517
782,7,6,B5 LM,CRAWFORD,3137.0,45.786,-0.138,4.165,11.765,3.966,2,0.5
783,7,6,B5 LM,CRAWFORD,3137.5,46.975,-0.116,5.55,10.25,3.765,2,0.483
784,7,6,B5 LM,CRAWFORD,3138.0,51.907,-0.103,7.385,11.675,3.44,2,0.466
785,7,6,B5 LM,CRAWFORD,3138.5,58.336,-0.093,6.61,13.74,3.162,2,0.448
786,7,6,B5 LM,CRAWFORD,3139.0,64.995,-0.09,5.94,16.68,3.024,2,0.431
787,7,6,B5 LM,CRAWFORD,3139.5,67.543,-0.089,5.7,17.72,3.057,2,0.414
788,7,6,B5 LM,CRAWFORD,3140.0,68.041,-0.104,5.755,18.395,3.171,2,0.397
789,7,6,B5 LM,CRAWFORD,3140.5,66.186,-0.144,5.995,19.265,3.231,2,0.379
790,7,6,B5 LM,CRAWFORD,3141.0,62.184,-0.187,6.54,20.72,3.264,2,0.362
791,7,6,B5 LM,CRAWFORD,3141.5,57.883,-0.239,6.0,21.62,3.297,2,0.345
792,7,6,B5 LM,CRAWFORD,3142.0,54.039,-0.297,5.725,22.245,3.282,2,0.328
793,7,6,B5 LM,CRAWFORD,3142.5,53.154,-0.371,5.745,23.065,3.222,2,0.31
794,7,6,B5 LM,CRAWFORD,3143.0,60.506,-0.432,5.78,23.96,3.115,2,0.293
795,7,6,B5 LM,CRAWFORD,3143.5,68.99,-0.456,6.14,25.32,2.977,2,0.276
796,7,6,B5 LM,CRAWFORD,3144.0,88.891,-0.468,7.025,27.595,2.916,2,0.259
797,7,6,B5 LM,CRAWFORD,3144.5,114.955,-0.455,6.925,28.395,2.924,2,0.241
798,7,6,B5 LM,CRAWFORD,3145.0,139.876,-0.405,6.245,28.025,3.215,2,0.224
799,7,6,B5 LM,CRAWFORD,3145.5,157.729,-0.353,4.685,26.015,3.373,2,0.207
800,7,6,B5 LM,CRAWFORD,3146.0,167.803,-0.219,4.27,23.37,3.81,2,0.19
801,8,6,B5 LM,CRAWFORD,3146.5,151.183,-0.057,0.925,17.125,4.153,2,0.172
802,8,6,B5 LM,CRAWFORD,3147.0,123.264,0.067,0.285,14.215,4.404,2,0.155
803,8,7,B5 LM,CRAWFORD,3147.5,108.569,0.234,0.705,12.225,4.499,2,0.138
804,8,7,B5 LM,CRAWFORD,3148.0,101.072,0.427,1.15,10.76,4.392,2,0.121
805,6,7,B5 LM,CRAWFORD,3148.5,91.748,0.625,1.135,9.605,4.254,2,0.103
806,6,15,B5 LM,CRAWFORD,3149.0,83.794,0.749,2.075,7.845,4.023,2,0.086
807,6,15,B5 LM,CRAWFORD,3149.5,83.794,0.749,2.075,7.845,4.023,2,0.086
808,6,15,B5 LM,CRAWFORD,3150.0,79.722,0.771,2.89,6.64,4.04,2,0.069
809,6,15,B5 LM,CRAWFORD,3150.5,76.334,0.8,2.96,6.29,3.997,2,0.052
810,6,15,B5 LM,CRAWFORD,3151.0,73.631,0.8,2.68,6.69,3.828,2,0.034
811,6,15,B5 LM,CRAWFORD,3151.5,76.865,0.772,2.42,8.6,3.535,2,0.017
812,3,10,C SH,CRAWFORD,3152.0,79.924,0.752,2.62,11.51,3.148,1,1.0
813,3,10,C SH,CRAWFORD,3152.5,82.199,0.728,3.725,14.555,2.964,1,0.972
814,3,14,C SH,CRAWFORD,3153.0,79.953,0.7,5.61,16.93,2.793,1,0.944
815,3,14,C SH,CRAWFORD,3153.5,75.881,0.673,6.3,17.57,2.969,1,0.917
816,3,10,C SH,CRAWFORD,3154.0,67.47,0.652,4.775,15.795,3.282,1,0.889
817,2,10,C SH,CRAWFORD,3154.5,58.832,0.64,4.315,13.575,3.642,1,0.861
818,2,10,C SH,CRAWFORD,3155.0,57.946,0.631,3.595,11.305,3.893,1,0.833
819,2,10,C SH,CRAWFORD,3155.5,65.755,0.625,3.465,10.355,3.911,1,0.806
820,2,10,C SH,CRAWFORD,3156.0,69.445,0.617,3.39,11.54,3.82,1,0.778
821,2,10,C SH,CRAWFORD,3156.5,73.389,0.608,3.625,12.775,3.62,1,0.75
822,2,10,C SH,CRAWFORD,3157.0,77.115,0.605,4.14,13.42,3.467,1,0.722
823,2,10,C SH,CRAWFORD,3157.5,79.84,0.596,4.875,13.825,3.36,1,0.694
824,2,14,C SH,CRAWFORD,3158.0,82.616,0.577,5.235,14.845,3.207,1,0.667
825,3,14,C SH,CRAWFORD,3158.5,86.078,0.554,5.04,16.15,3.161,1,0.639
826,3,14,C SH,CRAWFORD,3159.0,88.855,0.539,5.56,16.75,3.118,1,0.611
827,3,14,C SH,CRAWFORD,3159.5,90.49,0.53,6.36,16.78,3.168,1,0.583
828,3,14,C SH,CRAWFORD,3160.0,90.975,0.522,7.035,16.995,3.154,1,0.556
829,2,14,C SH,CRAWFORD,3160.5,90.108,0.513,7.505,17.595,3.125,1,0.528
